pid,LatDist,LongDist,MaxVel,MeanVel,MaxLatAcc,MeanLatAcc,MaxLongAcc,MeanLongAcc,MaxLatJerk,MeanLatJerk,MaxLongJerk,MeanLongJerk,NumPks,MaxPkAmp,MeanScl,MeanEntropy,MaxEntropy,MeanDwell,MaxDwell,MeanHr,MaxHr,Event,Trial
29,200,9.361265,9.747851,2.0544366828,-0.220594,0.1242662364,-2.495128,0.5884563192,0.224458,0.0317771778,2.875219,0.4184452465,0,-0.0010626814,-0.0010626814,,,0.5669590036,0.8423546047,85.5739267035,132.3730863336,3,2
29,200,200,9.754766,8.5484595333,3.812361,1.5841240185,-2.747796,0.6538416444,2.17055,0.7599237778,-1.816872,0.2868825148,0,-0.0010138126,-0.0010138126,,,0.1504381754,0.1866421238,164.1031225034,194.8067795159,4,2
18,6.318026,200,10.219244,9.9198629317,0.594675,0.1475244439,-0.792353,0.4762834439,0.298838,0.0751110098,0.201447,0.0277931366,1,0.0860198787,0.0426545687,,,0.0692518293,0.1343493094,106.1275417081,115.7240248873,1,2
18,200,200,10.393842,4.6264796766,-0.386652,0.1246656499,-2.840665,1.1167987715,-0.201267,0.0380145727,1.187329,0.1849502878,0,-0.0519833584,-0.0519833584,,,0.0452192397,0.1674617441,104.7784545316,125.3080195314,2,2
18,200,11.491117,9.739496,2.5508398081,-0.133812,0.0542516995,-2.776218,0.8238427449,0.080165,0.0133961919,1.160547,0.142473702,0,-0.0985067581,-0.0985067581,,,0.0093309538,0.0402663,126.9213937372,137.7223544429,3,2
18,200,200,9.597566,7.4965211209,2.249968,1.1020155098,-1.625765,0.5259358203,0.605848,0.1870109412,-0.597242,0.1443311078,1,0.0657168529,0.020156583,,,0.0375279492,0.0541432999,130.9198280149,147.3749475893,4,2
9,6.524887,200,10.14566,9.7616730918,0.594143,0.1488166908,-0.92731,0.4923170821,0.325348,0.0752602174,-0.383978,0.037222,1,0.1770293784,-0.0023925868,0.274163914,0.294451112,0.7804987564,0.8179982015,111.8361603125,119.5958565843,1,2
9,200,200,10.405253,4.4650485793,-0.35545,0.1153975014,-3.088795,1.0832915216,-0.200571,0.0337824179,1.147729,0.192342196,0,-0.0691963629,-0.0691963629,0.2481083885,0.2883099998,0.7484794077,0.8121110007,135.9922960439,156.0560965213,2,2
9,200,13.740013,10.541116,2.2259645646,-0.164508,0.0760298643,3.327489,0.8299158775,-0.075503,0.0125898796,0.957049,0.1557646805,1,0.1232495475,0.0559307844,0.2198506756,0.2772503081,0.8130288599,0.9225059804,80.0234191611,119.4743981687,3,2
9,200,200,9.71752,3.9588823067,2.287445,0.6256313103,-2.005004,0.5921213014,0.616743,0.1078798209,0.585181,0.100257117,0,0.030363621,0.030363621,0.1679113639,0.2591389896,0.7706854493,0.9687103417,119.6433498409,135.6324204323,4,2
24,7.135057,200,10.210317,9.677199901,0.568217,0.182773396,-0.396642,0.1686786188,0.393938,0.1277678614,0.304908,0.0863306188,0,0.0271426435,0.0271426435,,,0.2529654148,0.2809049561,106.5396959683,110.1960232633,1,3
24,200,29.624479,10.387581,2.5878028395,-0.371093,0.111830913,-2.89176,0.6654459967,-0.509654,0.0543143194,2.955874,0.2756466304,2,0.1473585699,0.0340919121,,,0.009443766,0.0260720985,100.8745423615,126.3690702193,2,3
24,200,16.71616,9.158775,1.9963841546,0.666076,0.2007082609,-3.009718,0.8393249251,-0.696766,0.0907077826,3.155026,0.4160900072,1,0.2118969149,0.1236342809,,,0.0056789948,0.014036638,86.7615935961,124.8798639349,3,3
24,200,200,9.600956,7.4339834123,2.251171,1.0925584286,-1.598605,0.5327258896,1.538313,0.4764823604,-1.428423,0.3546583961,0,-0.0488444635,-0.0488444635,,,-5.31565416362464E-07,2.40905385738711E-08,84.2580647828,90.3455445698,4,3
27,10.771613,200,10.150531,9.6781059752,0.581229,0.189335703,-0.401421,0.1539841832,0.163107,0.0521059257,0.09666,0.0347936238,0,0.0099781217,0.0099781217,0.3053517651,0.3269730964,0.5944597786,0.6478024666,165.1567104306,177.4067551076,1,0
27,200,31.839392,10.326322,4.1868159243,-0.448363,0.1335870946,-3.766354,1.0208717486,0.19291,0.0341475027,1.345875,0.2264628162,0,-0.0450008603,-0.0450008603,0.2951266725,0.3373262776,0.6797110098,0.7479458725,144.9591072116,165.7381216053,2,0
27,200,9.022704,9.930224,1.9300393014,1.023467,0.2066168972,-3.97417,0.8540321355,-0.354709,0.044283743,1.485645,0.1964821495,1,0.1149608857,0.0395052376,0.2690504629,0.3160522918,0.7227342978,0.8642532002,142.8858149812,166.5499944128,3,0
27,200,200,9.796118,8.9672821725,3.749441,1.7099683176,-1.773015,0.4604090314,-0.874991,0.2988190588,-0.418354,0.091411651,1,0.0649115554,0.0250742027,0.2780661413,0.3087773582,0.4386003453,0.5054331386,116.958007548,144.9130086457,4,0
18,8.425672,200,10.206214,9.7247688607,0.491036,0.1699551244,-0.410224,0.1768181244,0.136233,0.0503707463,0.126096,0.0394777711,1,-0.2133808311,-0.3225764065,,,0.0306128269,0.15452009,95.3853602031,109.3215738095,1,0
18,200,26.6808497101,10.422254,4.7117410393,-0.377159,0.1234913021,-3.096345,1.1148999517,0.221627,0.0368721843,1.274992,0.2017331903,1,0.3170729639,0.1258837027,,,0.007690564,0.0521355566,102.0657609596,112.0565183336,2,0
18,200,8.025749,10.159348,1.8276472385,1.123813,0.1909713107,-3.928093,0.8023008993,0.422744,0.0438509912,-1.667794,0.2114919103,1,0.2183296755,0.3250480825,,,0.130820811,0.3562252503,106.8465486294,119.3697450721,3,0
18,200,200,9.715696,8.654297218,3.846982,1.6426724248,-2.466945,0.610387906,-0.905828,0.2914112594,-0.555168,0.1031655564,0,-0.3033208552,-0.3033208552,,,0.1276608397,0.2005213556,98.2785236412,108.436598287,4,0
24,8.95941,200,10.293031,9.9902654307,0.59944,0.1625692228,-0.584718,0.4383672079,0.928829,0.220648505,0.455715,0.0431402673,0,-0.1153837901,-0.1153837901,,,0.4525541584,0.6678829385,101.249214028,106.1851758398,1,2
24,200,200,10.337585,1.7517330816,-0.375981,0.1057564921,-3.26234,0.4951945952,0.501019,0.0396333231,3.352357,0.2030034751,1,0.0160630672,0.0201044486,,,0.2092990546,0.5514385216,105.9228333006,149.7185608167,2,2
24,200,20.951528,9.286476,2.3986522962,-0.171922,0.0562139502,-2.306147,0.8090290284,0.279731,0.0342693886,2.627135,0.3735995545,1,0.2414839771,0.0475691604,,,0.0771270409,0.1645459998,99.665691861,116.6453197442,3,2
24,200,200,9.775595,8.9182335543,3.777733,1.696081531,-2.170909,0.4930378256,2.106116,0.7363281357,-1.540367,0.2542687674,0,-0.0113883701,-0.0113883701,,,7.15936861789428E-172,1.86582921637108E-169,98.9159916629,114.3593592645,4,2
11,9.046504,200,10.164636,9.6444151379,0.559587,0.1856451182,-0.381888,0.182164468,-0.153245,0.0477293547,0.107387,0.0335315714,0,0.1702507379,0.1702507379,0.2985300552,0.3237565723,0.6943232052,0.7941384397,105.7010562634,117.2678603002,1,0
11,200,37.3251,10.963994,2.8582385238,-0.449772,0.1262571172,-3.406519,0.7615060476,0.299483,0.0312862179,1.434673,0.1790608425,2,0.6057398139,0.027478386,0.2636031614,0.3040432277,0.6098238992,0.8162054795,111.3414601694,135.883158012,2,0
11,200,14.018726,10.234658,1.6804183415,0.989703,0.1909875854,-2.999305,0.7302314533,0.388923,0.0360206057,1.098633,0.1505407033,1,0.6827437634,0.124517056,0.1911144007,0.2856241633,0.8177665631,0.9465390641,107.4085263608,143.0178670236,3,0
11,200,200,9.690102,8.9669381914,3.854146,1.693287625,-1.827502,0.4524496602,-0.853214,0.3067132305,-0.463666,0.0872680156,2,0.5364840283,0.1607271019,0.2673299602,0.2976705821,0.6734129992,0.7501565684,107.8791892153,131.8842456888,4,0
13,9.993789,200,10.126393,9.775743865,0.521536,0.17609047,-0.370094,0.098932325,-0.180441,0.047930605,0.096397,0.029455715,1,0.0603605567,0.0827314819,0.1854193334,0.2292548692,0.8564007584,0.9180919446,107.6092365824,172.3947157958,1,0
13,200,33.898104,10.25915,4.5227763819,-0.331449,0.1212487114,-2.749737,1.0741251458,-0.185397,0.0353961399,1.161299,0.1823384402,2,0.3629737622,0.0661373854,0.2482227255,0.2808755052,0.7057293362,0.8076122144,108.170865212,131.0153273766,2,0
13,200,9.067161,9.937904,1.8441399421,1.139649,0.1818505189,-3.867109,0.7541492584,-0.429598,0.0407465167,1.550621,0.1713362383,1,0.4020397101,0.0340053772,0.205707068,0.2605303695,0.814343477,0.9446024129,119.3893234894,153.2153525375,3,0
13,200,200,9.934938,9.157076877,3.922941,1.7370311706,-1.568801,0.4092739643,-0.872388,0.3142904524,-0.483977,0.0847540159,2,0.4284389502,0.2165405232,0.1643050897,0.2276132961,0.821274762,0.8824588411,137.0847672212,145.1152343072,4,0
16,7.794005,200,10.150182,9.7268034627,0.579824,0.2053057562,-0.368835,0.1320560299,-0.39228,0.1242994876,0.309978,0.0827562587,0,-0.1228667516,-0.1228667516,0.1547239487,0.2060297317,0.234664164,0.3248488292,85.9909000855,93.2560962211,1,3
16,200,33.017021,10.396168,4.6416760209,-0.385337,0.1229157821,-2.819566,1.127781609,0.469531,0.0847773194,2.921836,0.4648898985,1,0.2041824842,0.080667698,0.1850599852,0.2179686497,0.3008018975,0.3990294582,104.4784358769,121.414670933,2,3
16,200,10.471852,9.791379,1.5521270358,1.097485,0.1926171566,-3.724003,0.7771343792,-0.891914,0.0992776604,-2.677611,0.4060535755,3,0.2422764765,0.0669680096,0.207010081,0.2739817526,0.3404541727,0.479238463,100.9853604767,109.9929369872,3,3
16,200,200,9.675715,5.3224267537,2.292896,0.8515194627,-2.012439,0.7637474229,1.584234,0.3739003109,1.928637,0.3501723831,2,-0.0071046425,-0.0821650164,0.1771769114,0.1877858489,0.2061976573,0.2305977796,90.4394471242,113.2179987769,4,3
22,7.144627,200,10.221765,9.7074786816,0.529626,0.188664005,-0.411634,0.1602818408,-0.134779,0.0449839851,0.111463,0.0384473632,1,0.1611679361,0.0678472065,0.2100458323,0.2609648892,0.764621592,0.7961163654,160.4495320468,187.0310460925,1,0
22,200,200,11.114841,2.0559358915,-0.414869,0.1127153519,3.315082,0.6031499339,0.218995,0.0211022976,-1.321188,0.132307287,2,0.0499620598,-0.0199516596,0.2154535008,0.2823817254,0.6251190582,0.779916168,118.1346103667,168.7308752574,2,0
22,200,15.863625,10.940118,1.8370790044,0.962423,0.2150435667,-3.111563,0.9512633111,0.409696,0.0439963689,-1.357044,0.2062248289,2,0.1621046007,0.02480897,0.2120498017,0.2592742621,0.5651242611,0.7118979228,139.9445009137,163.008181827,3,0
22,200,200,9.718996,8.2788502796,3.820345,1.5714055125,-2.579452,0.7302359391,-0.936406,0.269866828,-0.746368,0.1027665735,1,0.0657556053,0.0549071581,0.1754585613,0.2223000885,0.5025196544,0.6456787697,158.11753181,172.5763268792,4,0
15,9.786986,200,10.143473,9.6027975196,0.582931,0.1834359853,-0.39701,0.1661074363,0.403109,0.1438148824,0.295336,0.0859159706,0,-0.5299232781,-0.5299232781,0.2331205507,0.254424316,0.6285444922,0.7099967491,132.3140104414,168.4749580862,1,0
15,200,37.93908,10.294581,4.589221365,-0.370706,0.1281255757,-2.764381,1.1073025579,-0.506168,0.0967510415,2.895579,0.4748249318,1,1.6880103827,0.9176775886,0.2089385912,0.2540038979,0.2848113224,0.4531888438,118.3638243061,134.7242870218,2,0
15,200,19.020809,9.697586,1.9317906488,0.630231,0.1598838744,-3.013812,0.8848242581,-0.832248,0.1273327884,-3.587163,0.4570773744,0,0.411858222,0.411858222,0.2513018984,0.2879702114,0.4288952967,0.5454180914,123.8100527051,151.2773484113,3,0
15,200,200,9.62965,8.7472105475,3.924636,1.6686114563,-2.81928,0.5758637681,-2.231186,0.7723302662,-1.639375,0.2780319772,0,-0.4724690622,-0.4724690622,0.2568194644,0.2832081186,0.3340035988,0.4171737799,130.5659817456,148.2101804722,4,0
12,10.685579,200,10.107873,9.735917,0.575026,0.20184417,-0.372608,0.112511895,0.458373,0.128803985,0.227226,0.076091115,0,0.0432541113,0.0432541113,0.2027814859,0.2444206054,0.7331320376,0.8221375588,100.3019637912,121.2971442259,1,3
12,200,34.753137,10.957139,3.7479309367,-0.402697,0.1216341873,3.174427,1.0093166545,-0.509432,0.0803737397,-3.376491,0.5979260195,3,1.0759704957,0.0885787158,0.2249851165,0.2583971042,0.6530658042,0.8064225593,120.0839994683,137.5983969742,2,3
12,200,14.092126,9.92018,2.0392371679,0.629955,0.1514123942,-2.502961,0.8949679465,0.80689,0.1150425523,-2.783678,0.3450726934,3,1.9461703744,0.9926817484,0.2469271584,0.2759670817,0.6577938361,0.8068722394,103.1357610433,113.3659871039,3,3
12,200,200,9.685728,8.3553771558,3.846517,1.5891518261,-2.171286,0.6865003188,-2.179643,0.7107357754,-1.045335,0.2243984529,2,-0.0129025878,-0.3678996432,0.2271226961,0.2507893674,0.6632993626,0.7479498175,81.2453984719,83.6663360812,4,3
15,8.572912,200,10.009922,9.8011556244,0.558437,0.1770735805,-0.649819,0.474110761,0.626204,0.193154039,0.341962,0.046327239,0,-0.0414034597,-0.0414034597,0.2205905971,0.2539372474,0.4119526514,0.5777020253,109.3206480791,116.120609847,1,1
15,200,200,10.41238,4.6044055237,-0.394444,0.1328178018,-2.772557,1.1104546716,-0.489077,0.0956384053,2.869673,0.4629245769,3,0.5542964951,0.1849978808,0.2082930398,0.2461599534,0.4354837953,0.7078985946,113.1767720035,130.4903621616,2,1
15,200,7.369603,10.114692,2.9225610302,-0.199894,0.1096358893,-2.891472,0.5188535252,0.197164,0.0303822897,2.618719,0.2423235433,1,0.3912140921,-0.1368716853,0.2030257066,0.258171283,0.7015481782,0.9344296446,98.1556937625,107.7293240554,3,1
15,200,200,9.630974,7.0443212936,2.243178,1.0337738318,-1.744118,0.6778307187,-1.718935,0.4924511621,-1.440239,0.3211887737,0,-0.1304460656,-0.1304460656,0.1634122127,0.1962174779,0.3115650115,0.4153574156,107.6592777636,134.4586375176,4,1
10,7.677124,200,10.235034,9.8940514488,0.573028,0.1536537951,-0.68705,0.4440596439,0.300542,0.0819884488,0.291738,0.0228390829,0,0.0519813955,0.0519813955,0.2353334109,0.2622007748,0.3319698703,0.3910240185,85.442502323,98.0820678372,1,2
10,200,200,10.202812,4.5718192633,-0.362325,0.1166206716,-3.014057,1.0981123462,0.199219,0.0347579882,1.15668,0.2012790858,2,0.4293230611,-0.0281436514,0.1663167128,0.2512433948,0.2063535314,0.3328246221,92.0446037213,103.2227915584,2,2
10,200,12.803352,9.904479,2.4507436522,-0.117234,0.0322806667,-2.850687,0.8537370531,0.124323,0.0128863696,1.241161,0.1476221932,1,0.3829669143,0.1220784505,0.2261026615,0.2456148269,0.2952475386,0.3647118504,85.8148116174,91.7057839052,3,2
10,200,200,9.720228,9.0359353701,3.873571,1.712611748,-1.773624,0.4332563622,-0.863859,0.2958997913,-0.428604,0.0824652087,0,-0.0956956482,-0.0956956482,0.1639942413,0.2491590497,0.2337498903,0.4556727885,118.4183841361,129.2241879906,4,2
9,8.983434,200,10.103243,9.7285085821,0.568085,0.1901958806,-0.36795,0.114740204,-0.157866,0.0526340697,0.085204,0.0311362687,1,0.0570381137,-0.004300789,0.2794755306,0.2997144034,0.6018256735,0.6797779746,125.8597199914,143.4037375993,1,3
9,200,18.193803,10.237307,4.5867450855,-0.381859,0.1317992094,-3.03406,1.0784318378,0.228747,0.0404009794,1.354906,0.2262132566,2,0.5497550989,0.2451863864,0.2781363632,0.3095092306,0.5552930711,0.623794646,123.6193715586,192.4687794802,2,3
9,200,1.25429,10.615337,2.0754409772,0.841735,0.2088359392,-3.763156,1.0358576152,0.374797,0.0498301367,-1.724553,0.2595944228,1,0.2230805573,0.1417414773,0.2878591161,0.3124859925,0.4680427943,0.5976488724,143.5097426028,165.5385830096,3,3
9,200,200,9.742652,9.0992296151,3.927792,1.736922881,-1.28449,0.4023740238,-0.847974,0.3113593016,-0.302596,0.0662338095,1,0.0498782437,-0.223244214,0.2567201217,0.2835605201,0.5088067089,0.7512504838,143.4054655473,147.9607695541,4,3
14,9.131939,200,10.198642,9.760525635,0.588992,0.19231401,-0.373332,0.13812562,-0.401988,0.125576945,0.26697,0.082074855,0,-0.119564825,-0.119564825,0.2281182812,0.2630510117,0.4302449053,0.5715440729,105.232100289,118.8296125038,1,0
14,200,35.052988,10.398767,4.5747865941,-0.331851,0.1250598147,-2.74102,1.1012956647,-0.508173,0.0860994147,2.755991,0.4553408941,3,0.2590998994,0.0449540492,0.2374242161,0.2918881685,0.4289912883,0.5936384505,115.8687400797,124.5621411483,2,0
14,200,0.252114,9.717021,1.5512014411,1.072207,0.1885786692,-2.865638,0.5986259196,-0.86266,0.0818779327,2.685994,0.3294632168,2,0.4982812379,0.1808992778,0.2399939169,0.2887108681,0.5941695343,0.7516024808,107.1765582091,119.6251909727,3,0
14,200,200,9.679116,7.0607041626,2.29205,1.0460333804,-1.60378,0.6700508006,1.580372,0.4794961074,-1.356656,0.2971202147,2,0.0853229136,-0.1328676278,0.2588885096,0.2825884818,0.3480148858,0.3971057845,81.2569069086,102.967283501,4,0
16,10.125281,200,10.192106,9.753030515,0.568394,0.196283335,-0.378998,0.13874713,0.500901,0.13530831,-0.241962,0.08449645,0,0.0081979005,0.0081979005,0.1413559162,0.2502389139,0.1766643672,0.3570920477,111.0487712396,125.8079908915,1,0
16,200,35.052119,10.323445,4.5934504006,-0.34358,0.1153943887,-3.004555,1.1130288694,0.608282,0.0937323442,2.823406,0.5107300297,1,0.0371679153,-0.0626205755,0.2024506239,0.2440591753,0.3566232848,0.4573507234,90.2099889887,108.9098527994,2,0
16,200,16.023208,9.698389,2.0160712336,0.870107,0.1973295328,-3.003607,0.8291984112,0.90435,0.1014339513,2.946554,0.4092803163,1,0.0431706358,-0.0272535055,0.2002499296,0.2589422315,0.3094289754,0.4558585525,92.3075937941,116.3413643564,3,0
16,200,200,9.733987,9.0418782292,3.90095,1.7279044229,-1.712339,0.4365022292,-2.140076,0.7704833162,-1.047868,0.2070564466,1,0.0267317095,0.0111419171,0.1661201184,0.2148181761,0.1946810577,0.3530006565,104.9858732174,114.2834620096,4,0
17,10.247728,200,10.159773,9.6513324532,0.611034,0.2018515567,-0.37383,0.1649278424,-0.448806,0.1372058374,0.217709,0.0846050345,0,0.0599170358,0.0599170358,0.2637133201,0.2918878863,0.5274642705,0.6478612243,90.7516824419,101.1186035392,1,0
17,200,200,10.324495,4.628131209,-0.374721,0.1284637522,-2.814625,1.1169831313,0.527499,0.0992812687,2.886931,0.4907678269,1,0.0076691387,-0.1650982784,0.2785036571,0.3161505554,0.5600757942,0.7481220293,105.4367730907,190.7990528874,2,0
17,200,9.866019,10.031462,1.6802718505,1.083401,0.2028538747,-3.73528,0.8097214949,0.809859,0.1004607657,3.021719,0.4293409758,2,0.3724002246,0.1971036271,0.2324356465,0.3127170743,0.7806901451,0.8783548742,85.4626839539,192.6322022219,3,0
17,200,200,9.821895,9.0911715534,3.874158,1.7227089407,-1.536564,0.4049683162,-2.136625,0.7643299328,-0.973848,0.2038499012,0,-0.0915987204,-0.0915987204,0.2933840488,0.3074466221,0.4990991774,0.6006543128,84.7284190711,95.7764405197,4,0
11,9.416518,200,10.156323,9.7432950697,0.555686,0.205659592,-0.381865,0.1313421095,-0.141107,0.0488711592,0.098127,0.0327421542,0,-0.0644530333,-0.0644530333,,,0.9316036844,1.0026119616,96.1372485574,104.4252768776,1,3
11,200,30.358267,10.387329,4.4659432197,-0.36872,0.1184191185,-3.109344,1.0864939104,-0.214719,0.0357117139,1.190155,0.198748474,1,0.6454736474,0.2892650116,,,0.7827954889,0.9223996068,90.7917212036,120.3681429083,2,3
11,200,6.950419,9.611664,2.0552828454,0.876013,0.1973349227,-3.02733,0.8883678803,0.421315,0.0410826683,-1.070354,0.1844613067,2,1.7738906099,0.409758151,,,0.8586685381,0.9381580329,108.5530879494,132.3341351373,3,3
11,200,200,9.351052,7.4468021851,2.249696,1.0834403799,-1.505697,0.5152745487,0.622773,0.1935970292,-0.618597,0.1401706364,1,2.2075694413,0.6361348079,,,0.8020461024,0.8863069259,101.0994236642,114.5742921227,4,3
11,7.540984,200,10.280649,9.954122803,0.571913,0.152977936,-0.554144,0.4430166355,-0.39632,0.0726302857,0.202672,0.0144025271,1,-0.300135147,-0.3059937371,,,0.7762566954,0.918788851,96.7336385438,108.019581651,1,2
11,200,200,10.326495,4.673614429,-0.387645,0.1276811994,-2.967728,1.1342821239,0.227223,0.0380248882,1.183777,0.2003778369,1,0.1109010746,0.1453248366,,,0.8436951919,0.9810507293,100.4858473473,122.1791327917,2,2
11,200,19.890268,9.625588,2.5299360877,-0.129563,0.0282996516,-3.051975,0.9180412682,0.097353,0.0112036917,1.356708,0.157142782,3,0.302755135,0.0722879048,,,0.8780693498,0.9665169468,116.7840395161,137.7965550107,3,2
11,200,200,9.722541,7.4453956254,3.097448,1.3199979079,-1.45754,0.6926539079,-0.856766,0.2761829048,-0.705228,0.0879825016,1,0.7615378593,0.3024382185,,,0.7831815619,0.8595615502,130.4789015614,189.2367263957,4,2
28,3.904657,200,10.215516,9.683340199,0.459817,0.1655080746,-0.367878,0.1546465423,-0.189202,0.0429112886,0.129098,0.0376323383,1,-0.098587001,-0.1434107633,0.2582849645,0.2760561508,0.6521422217,0.7360772809,98.109613483,114.1496135317,1,0
28,200,40.052035,10.41412,4.4415892771,-0.398694,0.1417134257,-2.750949,1.0510647629,-0.194724,0.0365601114,1.041646,0.1767575857,0,0.0747471313,0.0747471313,0.176336336,0.2441760289,0.3424854017,0.5294094592,104.5300622498,115.8309356212,2,0
28,200,13.887915,9.58862,1.6807733157,0.891021,0.1634200916,-2.791408,0.7375658493,-0.444041,0.033661499,1.13055,0.1400059104,3,0.5795825758,-0.0018480206,0.2053745032,0.2511733895,0.4883537849,0.7521171161,89.5891326666,97.4386899964,3,0
28,200,200,9.752949,6.9043645065,2.31843,1.1048306266,-2.249702,0.8090352305,-0.694457,0.2034201981,-0.465932,0.1449203864,1,0.2052351971,0.023903536,0.0627509339,0.0663701583,0.0669327763,0.0783622918,99.1642837368,109.382649634,4,0
29,4.207708,200,10.120396,9.74604916,0.532007,0.186669475,-0.371325,0.11368713,-0.454703,0.127529145,0.238355,0.073094455,0,0.0002449126,0.0002449126,,,0.960106662,1.0027799486,109.5117851263,116.5191191914,1,0
29,200,35.799205,10.406481,2.7476833582,-0.40531,0.1234946472,-2.81074,0.6994203848,-0.512793,0.0629828546,2.900713,0.2875942163,0,-0.0004166257,-0.0004166257,,,0.6619719948,0.7922234026,77.0650785688,126.9997451564,2,0
29,200,14.741534,9.280809,1.7400946271,0.705753,0.1853439915,-2.983476,0.7317814873,0.753753,0.0790591102,3.009479,0.3561989449,0,0.0001365857,0.0001365857,,,0.5993482383,0.7339926932,86.6979333303,122.3256951364,3,0
29,200,200,9.69064,6.2764389086,2.284748,0.9683132229,-1.985197,0.8138359143,1.662745,0.45203468,1.796881,0.3671431743,0,0.0002557482,0.0002557482,,,0.5029835181,0.7500760853,73.075033893,93.2971685579,4,0
28,4.236432,200,10.02878,9.5097841415,0.46432,0.1657768293,-0.368362,0.1480523805,-0.139229,0.0459841659,0.150906,0.0380115317,1,0.1798082338,0.2448782892,0.2728289083,0.2999113739,0.4571617057,0.6108236861,101.8754539216,112.4864957804,1,3
28,200,200,9.986924,4.5765214184,-0.395496,0.1360963798,-2.827729,1.0841396825,0.176063,0.0370570623,1.151762,0.1966739169,0,-0.2672107951,-0.2672107951,0.2283281991,0.2493512808,0.302238155,0.354929213,107.1799595234,115.9865095975,2,3
28,200,8.668754,9.72754,1.8467358536,0.953035,0.1914010833,-3.024102,0.8318044144,0.373887,0.0414651059,-1.295989,0.1737257613,3,0.7515122679,0.1251944259,0.2164911922,0.2586781665,0.279122543,0.3870962242,84.0016585646,110.6105905343,3,3
28,200,200,9.747964,8.7680826628,3.812339,1.656969728,-2.442761,0.5531882605,-0.926394,0.3004833985,-0.457025,0.1077843218,0,0.0616713163,0.0616713163,0.1859391856,0.2085372375,0.2088639538,0.2592902671,112.9850612042,173.6870009977,4,3
10,11.722821,200,10.1443,9.7191151095,0.613844,0.2118866468,-0.387727,0.1385867562,0.17476,0.0540625124,0.119965,0.031840209,0,0.0818562897,0.0818562897,0.2007024002,0.202131047,-0.0233327547,-0.0126345469,92.2200881448,97.5814829804,1,0
10,200,25.1748329001,11.03256,2.4174838331,-0.402893,0.1226673105,-3.223114,0.6801326552,0.256747,0.0240624477,-1.267282,0.1489121997,3,-0.0849928898,-0.2059751934,0.1907257049,0.1912490746,-0.0992976289,-0.0948631907,76.3525443846,83.7214510218,2,0
10,200,5.495294,11.012088,1.4542926053,0.836338,0.1943227504,3.14385,0.7979676088,-0.461996,0.0366051469,-1.450652,0.1471176779,4,0.4193098425,0.2209765026,0.1920684288,0.1937855295,-0.090510214,-0.0783832908,81.378397393,112.4008838063,3,0
10,200,200,9.779991,9.0267767756,3.833506,1.7056811929,-1.546201,0.4021532087,-0.86154,0.2985611575,-0.360424,0.0751707559,0,-0.1765224427,-0.1765224427,0.2026291548,0.2046068691,-0.0146712319,-0.000343158,83.4903633438,85.9127523342,4,0
19,6.996136,200,10.280137,9.9490669804,0.603339,0.1586939559,-0.573768,0.4382291961,-0.788912,0.1878483725,-0.301026,0.034705848,0,0.1752315823,0.1752315823,0.1965080831,0.2604062181,0.8085022491,0.9124978791,92.9577148853,95.5801862364,1,2
19,200,200,9.627468,4.5173565948,-0.341017,0.1218461924,-2.747189,1.0565463848,-0.443869,0.0879426589,2.558833,0.4580821808,1,0.3460727232,-0.0113473682,0.1742456958,0.2109506826,0.8251559322,0.8682609544,106.6565000668,118.9232237114,2,2
19,200,12.418572,9.926249,2.4273699031,-0.230157,0.1448028652,-2.728005,0.6950201324,0.265132,0.0323358582,2.934058,0.3223735768,2,0.8926227183,0.0797720998,0.1525260053,0.1792729269,0.8316254974,0.9063944885,105.4661127932,121.2685368796,3,2
19,200,200,9.703683,6.5735189496,3.828191,1.1220555214,-2.009697,0.7463192317,-2.089341,0.5089076096,1.659837,0.231841796,0,-0.1206547163,-0.1206547163,0.189454749,0.2622805788,0.5931662525,0.6598050689,102.4004049713,118.6003243016,4,2
24,7.909282,200,10.123295,9.6723401527,0.559741,0.1799779951,-0.394273,0.1437129754,0.390877,0.1317663399,0.250591,0.083873867,0,0.0340171298,0.0340171298,,,0.1183343765,0.3669344935,83.6394671507,93.7050322898,1,0
24,200,35.718654,10.373287,1.6998599651,-0.429747,0.098459723,-3.501169,0.4790525747,0.471479,0.0422705147,3.091992,0.2225540665,1,0.0654409835,-0.0402123868,,,0.5248132168,0.8623309417,74.7938154108,116.326918577,2,0
24,200,13.233705,9.115562,1.7580757269,0.479692,0.1690192129,-2.331302,0.7481914989,0.570203,0.0653453677,-3.335301,0.3825631462,1,0.0534225044,-0.043372891,,,0.1830935356,0.5371399954,67.1207408164,92.9483163546,3,0
24,200,200,9.792366,8.9931813373,3.843013,1.702222898,-1.710601,0.4505814275,-2.216658,0.7630024941,-1.399169,0.2214143098,1,0.0863600125,0.0701949127,,,0.1888087781,0.3114041962,78.0342647629,92.0178399888,4,0
23,8.792923,200,10.13208,9.7061875771,0.620659,0.2049129652,-0.404006,0.1282239104,0.434906,0.1273903234,0.248426,0.0828022587,0,-0.0230517577,-0.0230517577,0.1932774519,0.2258784202,0.2504656982,0.2969488213,127.2881623737,150.1253152741,1,0
23,200,31.782008,10.225595,4.44830556,-0.33359,0.11421,-2.874373,0.93888306,-0.438718,0.0924746343,2.991041,0.57609564,1,0.1702276823,0.0211194826,0.0744298841,0.0964099436,0.0744587001,0.1042712584,122.4683933967,137.4438958596,2,0
