,pid,Comfort,Anxiety,LatDist,LongDist,MaxVel,MeanVel,MaxLatAcc,MeanLatAcc,MaxLongAcc,MeanLongAcc,MaxLatJerk,MeanLatJerk,MaxLongJerk,MeanLongJerk,NumPks,MaxPkAmp,MeanScl,MeanEntropy,MaxEntropy,MeanDwell,MaxDwell,MeanHr,MaxHr,Event,Trial
10,12,8,3,200.0,10.320844000000001,11.123683,2.117054557,1.031733,0.2121524081,-3.220238,0.8509511787999999,1.1403969999999999,0.1314744358,3.203503,0.5109070101,3,0.8169232683,0.3815761139,0.2350919745,0.2713263024,0.636626561,0.7300054631,111.4290645,125.1522128,3,0
11,12,8,2,200.0,200.0,9.691564999999999,9.019081482,3.818189,1.673830126,-1.664475,0.41601209409999995,-2.283818,0.7451067607999999,-0.9616969999999999,0.20315865100000002,1,-0.2955416266,-0.2946411468,0.2408367463,0.2645192716,0.5037863219,0.5636147745000001,87.67024748,97.17881306,4,0
12,29,10,1,5.0689,200.0,10.227844000000001,9.928766783,0.566438,0.1763419064,-0.785211,0.47177899009999996,-0.7918470000000001,0.19080820690000003,0.46323000000000003,0.0652368325,0,-0.0007284813,-0.0007284813,,,0.27242005210000003,0.4654065676,86.79022875,118.9538625,1,1
13,29,4,6,200.0,200.0,10.443008,4.491021807,-0.381196,0.1376920922,-2.829516,1.074766899,-0.466355,0.0902562133,2.996394,0.4523382305,0,-0.0017153879000000002,-0.0017153879000000002,,,0.4967512372,0.5895419944,84.89513597,126.64159690000001,2,1
14,29,4,8,200.0,11.750838,10.045055,2.718173476,-0.188747,0.08476877320000001,-2.580416,0.7193637618000001,-0.224161,0.0298594386,2.766979,0.3304031853,0,-0.0008801655,-0.0008801655,,,0.1836879187,0.509324394,103.1640261,159.7565824,3,1
15,29,9,1,200.0,200.0,9.356995,6.795033492999999,2.254955,0.9988334119,-1.902809,0.7074389224,1.603991,0.4662214179,-1.281225,0.2854888896,0,0.0010117036,0.0010117036,,,0.1121135883,0.1323483278,85.62980685,104.2962321,4,1
16,26,7,4,8.856839,200.0,10.278255,10.02051264,0.601209,0.15883786630000002,-0.639578,0.44831296530000003,0.634012,0.1783963564,0.64708,0.0398265594,3,0.5657296425,0.1973792434,0.2089361699,0.2274269921,0.5708002499,0.6898005026,120.14659350000001,129.17974099999998,1,2
17,26,7,5,200.0,200.0,10.301630000000001,4.634058078,-0.375609,0.1291000329,-2.965187,1.1196791590000001,-0.502256,0.0967488623,2.855295,0.5015163353000001,2,0.4556557118,0.1109406241,0.23159305649999998,0.2633558446,0.4872422519,0.7360601994,116.41291809999998,132.8062206,2,2
18,26,6,4,200.0,20.409491,9.595595,2.224021823,-0.20961999999999997,0.0414194639,-2.848224,0.8018145952,-0.271621,0.0305081488,2.952909,0.3102197374,2,0.4917070103,0.09483714310000001,0.2295782778,0.2544724164,0.6470748123,0.8182591303,119.4116646,134.7849986,3,2
19,26,6,3,200.0,200.0,9.804777,9.040500272000001,3.7225660000000005,1.6748439330000002,-1.3305639999999999,0.4054422598,-2.181189,0.7784915276000001,-0.9016629999999999,0.2217688189,2,0.16206024800000002,-0.054626375899999996,0.2228832071,0.2642357395,0.4624092573,0.5074818808,121.47054609999999,131.9639166,4,2
